LOCATION,REGION,PRICE,SQFT,WGTADJ
3,2,75000,800,1.0988
1,2,88000,1100,1.0988
1,2,75000,800,1.0988
1,2,86000,1100,1.0988
3,3,86000,1100,1.0988
1,1,81000,920,1.0988
3,3,79000,900,1.0988
3,3,91000,1200,1.0988
3,3,82000,900,1.0988
1,3,130000,1200,1.0988
2,3,64000,840,1.0988
1,2,77000,1200,1.0988
1,4,83000,960,1.0988
1,1,87000,920,1.0988
1,1,78000,780,1.0988
1,2,86000,1100,1.0988
1,2,56000,960,1.0988
3,3,89000,1100,1.0988
1,1,83000,980,1.0988
1,1,81000,920,1.0988
1,2,86000,1100,1.0988
1,1,74000,780,1.0988
1,1,83000,980,1.0988
1,1,120000,920,1.0988
1,2,94000,1200,1.0988
2,3,180000,2000,1.0188
3,3,87000,2000,1.0188
3,3,160000,1600,1.0188
3,4,300000,1900,1.0188
1,4,160000,1100,1.0188
3,4,190000,1300,1.0188
1,4,140000,1300,1.0188
3,4,260000,1700,1.0188
2,4,240000,2200,1.0188
2,4,250000,1600,1.0188
1,4,170000,1800,1.0188
3,4,250000,2000,1.0188
1,4,160000,1700,1.0188
3,4,220000,1700,1.0188
2,4,120000,1800,1.0188
3,4,120000,910,1.0188
2,4,140000,1200,1.0188
1,4,140000,1300,1.0188
1,4,96000,910,1.0188
1,4,140000,1300,1.0188
1,4,120000,910,1.0188
1,4,200000,1500,1.0188
1,4,140000,1100,1.0188
1,4,160000,1600,1.0188
1,4,230000,1400,1.0188
1,4,140000,1300,1.0188
1,3,150000,1700,1.0188
3,3,130000,1100,1.0188
3,3,170000,1800,1.0188
3,3,170000,1800,1.0188
2,3,87000,1100,1.0188
3,3,170000,1900,1.0188
1,3,210000,1400,1.0188
3,3,170000,1900,1.0188
2,5,240000,2600,1.0188
3,3,160000,1600,1.0188
3,3,160000,1600,1.0188
1,3,170000,1300,1.0188
1,3,190000,1400,1.0188
2,3,110000,1700,1.0188
2,3,150000,2100,1.0188
2,2,250000,2400,1.0188
1,2,160000,1600,1.0188
1,2,160000,1600,1.0188
1,2,150000,1400,1.0188
1,2,120000,1300,1.0188
1,2,150000,1600,1.0188
1,2,150000,1500,1.0188
1,2,89000,1200,1.0188
3,2,180000,1700,1.0188
1,2,160000,1600,1.0188
3,2,250000,1800,1.0188
2,3,160000,1600,1.0188
2,2,130000,1600,1.0188
1,2,250000,2400,1.0188
1,2,150000,1500,1.0188
1,2,150000,1300,1.0188
1,2,170000,1600,1.0188
1,2,170000,1800,1.0188
1,2,150000,1500,1.0188
1,2,130000,1100,1.0188
1,2,180000,2000,1.0188
1,2,160000,1500,1.0188
1,2,130000,1400,1.0188
3,3,170000,2500,1.0188
3,3,200000,2500,1.0188
3,2,110000,2100,1.0188
2,2,250000,2400,1.0188
3,4,200000,2200,1.0188
3,4,150000,1300,1.0188
3,2,190000,2400,1.0188
3,2,180000,2000,1.0188
1,4,160000,1700,1.0188
1,4,190000,2200,1.0188
1,4,130000,910,1.0188
4,4,140000,1200,1.0188
1,1,160000,1700,1.0188
1,1,160000,1700,1.0188
1,1,140000,1300,1.0188
3,3,190000,2500,1.0188
2,3,170000,2000,1.0188
3,3,160000,1600,1.0188
3,3,240000,2500,1.0188
3,3,170000,1600,1.0188
3,3,150000,1400,1.0188
1,2,160000,1600,1.0188
2,2,140000,2100,1.0188
1,2,110000,1400,1.0188
3,3,190000,2500,1.0188
1,3,170000,1800,1.0188
2,5,190000,2500,1.0188
2,4,150000,1600,1.0188
2,4,140000,1100,1.0188
2,4,130000,1300,1.0188
3,4,120000,1100,1.0188
1,1,150000,1300,1.0188
1,1,170000,1900,1.0188
1,1,85000,1700,1.0188
1,1,130000,990,1.0188
3,1,130000,1900,1.0188
1,1,85000,1700,1.0188
1,1,170000,1300,1.0188
3,1,100000,1200,1.0188
3,1,85000,1600,1.0188
1,1,150000,1600,1.0188
3,3,140000,1900,1.0188
3,5,200000,2600,1.0188
3,3,170000,1800,1.0188
2,3,170000,1600,1.0188
2,3,180000,2000,1.0188
2,3,150000,2000,1.0188
2,3,150000,1300,1.0188
2,3,180000,2000,1.0188
3,3,190000,2500,1.0188
2,3,210000,1700,1.0188
2,3,240000,2500,1.0188
3,3,160000,1700,1.0188
2,3,120000,1500,1.0188
3,3,170000,1900,1.0188
3,3,160000,1700,1.0188
2,3,160000,1700,1.0188
2,3,160000,1600,1.0188
2,3,170000,1900,1.0188
2,3,240000,2500,1.0188
1,3,150000,1900,1.0188
3,3,180000,2500,1.0188
3,3,130000,1500,1.0188
2,3,200000,1800,1.0188
3,3,160000,1900,1.0188
2,3,180000,2100,1.0188
1,2,160000,1600,1.0188
3,5,350000,2000,1.0188
3,4,140000,1100,1.0188
1,4,200000,1300,1.0188
3,4,170000,1800,1.0188
1,4,140000,1200,1.0188
3,4,210000,1700,1.0188
1,4,220000,1400,1.0188
1,4,160000,1600,1.0188
1,4,140000,1100,1.0188
3,4,210000,1600,1.0188
1,4,96000,910,1.0188
1,1,280000,1600,1.0188
3,1,120000,1200,1.0188
1,1,280000,1600,1.0188
2,1,140000,1200,1.0188
1,1,140000,1200,1.0188
1,1,98000,1300,1.0188
2,1,140000,990,1.0188
1,1,99000,1300,1.0188
2,3,130000,1600,1.0188
3,4,230000,1700,1.0188
3,3,180000,2000,1.0188
3,3,180000,2000,1.0188
1,2,160000,1500,1.0188
1,2,160000,2000,1.0188
2,3,120000,2000,1.0188
2,4,140000,1200,1.0188
2,4,150000,1300,1.0188
3,1,150000,1200,1.0188
3,1,160000,1900,1.0188
3,1,190000,1900,1.0188
3,1,100000,1300,1.0188
1,1,200000,1200,1.0188
1,1,150000,1300,1.0188
1,1,140000,1200,1.0188
1,1,160000,1700,1.0188
3,1,180000,1900,1.0188
3,1,190000,1900,1.0188
2,1,140000,1700,1.0188
3,1,160000,1900,1.0188
3,2,150000,2000,1.0188
2,1,150000,1700,1.0188
2,3,160000,1700,1.0188
3,3,210000,1800,1.0188
1,3,87000,1600,1.0188
3,2,170000,1600,1.0188
1,2,150000,1300,1.0188
2,2,130000,1500,1.0188
1,2,180000,2000,1.0188
1,4,85000,900,1.0696
1,4,91000,1100,1.0696
1,4,72000,590,1.0696
3,4,150000,780,1.0696
1,4,97000,1200,1.0696
1,4,85000,900,1.0696
1,1,100000,920,1.0696
1,1,86000,940,1.0696
3,3,85000,900,1.0696
3,3,86000,930,1.0696
1,3,91000,1100,1.0696
3,3,86000,930,1.0696
1,4,97000,1200,1.0696
1,2,97000,1200,1.0696
1,2,97000,1200,1.0696
1,2,93000,1100,1.0696
3,2,83000,1100,1.0696
3,2,120000,1200,1.0696
3,3,78000,660,1.0696
1,2,100000,1100,1.0696
1,2,77000,900,1.0696
1,2,87000,960,1.0696
1,2,73000,960,1.0696
1,2,56000,840,1.0696
1,2,100000,960,1.0696
1,2,100000,1000,1.0696
1,2,100000,740,1.0696
2,3,95000,1300,1.0696
3,2,79000,1300,1.0696
1,2,96000,1200,1.0696
3,4,87000,960,1.0696
2,2,97000,1200,1.0696
1,4,96000,900,1.0696
2,3,67000,840,1.0696
3,3,83000,840,1.0696
3,3,85000,900,1.0696
1,2,91000,1100,1.0696
1,2,56000,960,1.0696
1,2,120000,1200,1.0696
1,2,89000,1000,1.0696
1,2,93000,1100,1.0696
2,4,73000,590,1.0696
2,4,79000,590,1.0696
2,4,80000,780,1.0696
1,1,91000,1100,1.0696
1,1,65000,840,1.0696
1,1,91000,1100,1.0696
1,1,120000,1100,1.0696
1,1,110000,1100,1.0696
3,3,84000,900,1.0696
3,3,86000,930,1.0696
2,3,97000,1200,1.0696
3,3,68000,660,1.0696
1,3,68000,1100,1.0696
3,3,92000,1100,1.0696
3,3,75000,660,1.0696
3,3,97000,1200,1.0696
1,1,65000,900,1.0696
1,1,86000,940,1.0696
3,1,87000,900,1.0696
1,1,100000,1000,1.0696
1,1,65000,940,1.0696
1,2,97000,1200,1.0696
1,2,75000,740,1.0696
1,2,91000,1100,1.0696
1,2,56000,1100,1.0696
1,1,87000,960,1.0696
1,1,110000,1200,1.0696
2,3,79000,1100,1.0696
1,2,91000,1100,1.0696
1,1,150000,960,1.0696
3,3,100000,1900,1.0273
2,3,140000,1300,1.0273
3,3,140000,1900,1.0273
2,3,180000,2500,1.0273
3,4,130000,910,1.0273
3,4,140000,1300,1.0273
3,4,160000,1800,1.0273
3,4,240000,1200,1.0273
1,4,150000,1500,1.0273
2,4,120000,1100,1.0273
2,4,210000,1300,1.0273
3,4,140000,1200,1.0273
1,4,160000,1700,1.0273
3,4,140000,1100,1.0273
1,4,170000,1300,1.0273
1,4,170000,1300,1.0273
2,3,120000,1600,1.0273
1,4,260000,1500,1.0273
1,4,130000,1800,1.0273
1,4,300000,1200,1.0273
1,4,140000,1200,1.0273
1,4,150000,1400,1.0273
1,4,200000,1200,1.0273
1,4,150000,1400,1.0273
1,4,150000,1400,1.0273
1,4,160000,1600,1.0273
2,4,190000,910,1.0273
1,4,140000,1300,1.0273
1,4,140000,1300,1.0273
2,4,230000,1200,1.0273
1,4,200000,1300,1.0273
1,4,150000,1400,1.0273
1,4,140000,1100,1.0273
3,4,130000,1300,1.0273
3,3,240000,2000,1.0273
3,3,120000,1100,1.0273
2,3,160000,1800,1.0273
3,3,190000,2500,1.0273
1,3,120000,1100,1.0273
3,3,160000,1700,1.0273
3,3,150000,1500,1.0273
3,3,170000,2000,1.0273
3,3,170000,1900,1.0273
1,3,170000,1100,1.0273
1,3,150000,1600,1.0273
2,3,200000,2500,1.0273
3,3,110000,1700,1.0273
2,3,240000,2500,1.0273
1,4,130000,1100,1.0273
2,2,250000,1900,1.0273
1,2,140000,1100,1.0273
1,2,160000,1600,1.0273
3,2,160000,1700,1.0273
3,3,87000,1300,1.0273
3,3,190000,1900,1.0273
2,3,170000,1900,1.0273
3,3,170000,2000,1.0273
3,3,160000,2500,1.0273
1,2,120000,1200,1.0273
1,2,140000,1200,1.0273
1,2,160000,1700,1.0273
1,2,130000,1500,1.0273
1,2,130000,1400,1.0273
1,2,170000,1700,1.0273
1,2,140000,1200,1.0273
1,2,89000,1200,1.0273
1,2,150000,1500,1.0273
1,2,150000,1700,1.0273
1,2,140000,1200,1.0273
1,2,110000,1600,1.0273
1,2,130000,1600,1.0273
1,2,140000,1700,1.0273
1,2,160000,1500,1.0273
3,3,100000,1700,1.0273
3,3,160000,1700,1.0273
3,3,170000,2000,1.0273
3,2,180000,2000,1.0273
3,2,170000,2000,1.0273
3,2,250000,2000,1.0273
3,2,110000,1300,1.0273
3,2,120000,1700,1.0273
3,2,160000,2000,1.0273
2,4,160000,1700,1.0273
2,2,180000,2400,1.0273
1,4,140000,1200,1.0273
3,4,96000,1600,1.0273
1,4,150000,1600,1.0273
3,4,96000,1300,1.0273
3,4,160000,2200,1.0273
1,1,120000,1200,1.0273
1,1,140000,1300,1.0273
1,3,87000,1600,1.0273
2,3,180000,1500,1.0273
1,2,160000,1700,1.0273
1,2,140000,1400,1.0273
1,2,130000,1500,1.0273
3,3,130000,1600,1.0273
3,3,150000,1600,1.0273
3,3,170000,2100,1.0273
3,4,160000,1500,1.0273
2,4,150000,1500,1.0273
2,4,140000,1200,1.0273
3,4,140000,1300,1.0273
2,1,130000,1400,1.0273
1,1,160000,1700,1.0273
1,1,230000,1900,1.0273
1,1,150000,1500,1.0273
1,1,210000,1400,1.0273
1,1,120000,1300,1.0273
1,1,140000,1300,1.0273
1,1,150000,1400,1.0273
1,1,210000,1400,1.0273
3,1,100000,1200,1.0273
3,3,170000,2000,1.0273
3,3,190000,1700,1.0273
3,3,160000,1900,1.0273
3,3,180000,2000,1.0273
2,3,240000,2000,1.0273
1,3,120000,1600,1.0273
3,3,130000,1700,1.0273
3,3,140000,1600,1.0273
3,3,180000,2200,1.0273
2,3,87000,1600,1.0273
3,3,110000,1300,1.0273
3,3,150000,1600,1.0273
1,3,170000,2100,1.0273
3,3,170000,2000,1.0273
3,3,180000,2100,1.0273
2,3,240000,2500,1.0273
3,3,110000,2000,1.0273
2,3,160000,1800,1.0273
2,3,170000,2000,1.0273
2,3,150000,1300,1.0273
3,4,140000,1300,1.0273
3,4,150000,1400,1.0273
3,4,150000,1500,1.0273
2,4,140000,1300,1.0273
1,4,140000,1300,1.0273
1,4,170000,1700,1.0273
1,4,240000,1500,1.0273
1,4,140000,1100,1.0273
2,4,150000,1400,1.0273
1,4,160000,1600,1.0273
2,4,190000,1500,1.0273
1,1,150000,1600,1.0273
3,1,130000,990,1.0273
1,1,130000,990,1.0273
1,1,140000,1300,1.0273
3,1,150000,990,1.0273
3,1,150000,1500,1.0273
3,1,160000,1600,1.0273
3,3,190000,2500,1.0273
3,3,170000,1900,1.0273
3,4,150000,1600,1.0273
1,2,150000,1100,1.0273
1,2,180000,2400,1.0273
3,3,170000,1900,1.0273
1,2,120000,1400,1.0273
1,2,140000,1200,1.0273
1,2,120000,1400,1.0273
1,2,120000,1600,1.0273
3,1,130000,1300,1.0273
1,1,160000,1900,1.0273
1,1,110000,1200,1.0273
1,1,150000,1400,1.0273
3,1,180000,1900,1.0273
2,2,120000,1200,1.0273
1,2,89000,1200,1.0273
1,2,130000,1600,1.0273
2,3,130000,1600,1.0273
2,4,150000,1500,1.0273
2,4,190000,1500,1.0273
2,4,190000,1500,1.0273
1,1,160000,1700,1.0273
1,1,160000,1700,1.0273
1,1,150000,1500,1.0273
3,3,100000,1900,1.0273
3,3,150000,1600,1.0273
3,3,190000,1900,1.0273
3,2,190000,1400,1.0273
2,2,150000,1100,1.0273
1,3,91000,1200,1.0339
2,3,79000,960,1.0339
1,4,71000,590,1.0339
3,4,68000,740,1.0339
1,4,68000,740,1.0339
1,4,100000,960,1.0339
1,3,90000,830,1.0339
1,4,76000,900,1.0339
1,4,85000,670,1.0339
1,2,91000,1200,1.0339
1,2,100000,1200,1.0339
1,2,91000,1200,1.0339
1,2,83000,1100,1.0339
3,3,84000,1100,1.0339
2,3,70000,1200,1.0339
1,2,77000,1100,1.0339
1,2,75000,1100,1.0339
1,2,82000,960,1.0339
1,2,86000,900,1.0339
1,2,74000,1100,1.0339
1,2,79000,1200,1.0339
1,2,96000,1200,1.0339
1,2,96000,1200,1.0339
1,2,81000,1200,1.0339
3,2,91000,1200,1.0339
2,4,91000,1200,1.0339
1,1,93000,960,1.0339
1,1,91000,1000,1.0339
3,3,91000,1200,1.0339
3,3,73000,840,1.0339
3,3,53000,840,1.0339
1,2,96000,1000,1.0339
3,3,77000,920,1.0339
3,3,94000,1300,1.0339
1,4,80000,670,1.0339
1,1,78000,950,1.0339
1,1,55000,1100,1.0339
1,1,55000,630,1.0339
1,1,79000,960,1.0339
1,3,65000,840,1.0339
2,3,94000,1300,1.0339
3,3,85000,1100,1.0339
1,3,70000,840,1.0339
1,3,93000,1200,1.0339
3,3,65000,920,1.0339
3,4,68000,740,1.0339
1,4,91000,1200,1.0339
1,4,110000,590,1.0339
3,4,85000,900,1.0339
1,4,57000,640,1.0339
1,1,65000,920,1.0339
1,1,65000,920,1.0339
1,1,65000,920,1.0339
1,1,75000,920,1.0339
1,4,63000,590,1.0339
2,2,84000,1100,1.0339
1,2,91000,1200,1.0339
1,2,89000,1100,1.0339
1,4,90000,1200,1.0339
1,1,73000,840,1.0339
1,1,62000,630,1.0339
3,3,68000,660,1.0339
1,2,120000,1100,1.0339
1,2,79000,960,1.0339
1,2,80000,920,1.0339
2,4,65000,670,1.0339
2,4,57000,590,1.0339
3,3,73000,840,1.0339
3,2,89000,1200,1.0339
3,4,120000,1300,1.0439
2,4,140000,1300,1.0439
2,5,260000,2700,1.0439
3,5,200000,2600,1.0439
3,4,140000,1300,1.0439
2,4,96000,1200,1.0439
3,4,150000,1500,1.0439
2,4,110000,1300,1.0439
3,4,300000,1600,1.0439
1,4,160000,1700,1.0439
3,4,200000,1600,1.0439
3,4,170000,2200,1.0439
1,4,140000,1200,1.0439
1,4,170000,1200,1.0439
1,4,190000,2200,1.0439
1,4,160000,1800,1.0439
1,4,160000,1800,1.0439
1,4,160000,1700,1.0439
1,4,140000,1200,1.0439
1,4,160000,1700,1.0439
3,3,220000,2500,1.0439
3,3,140000,1700,1.0439
1,4,140000,1300,1.0439
1,4,140000,1300,1.0439
1,4,150000,1500,1.0439
1,4,140000,1200,1.0439
2,4,110000,1700,1.0439
1,4,240000,1100,1.0439
1,4,96000,1200,1.0439
1,4,140000,1200,1.0439
1,4,150000,1500,1.0439
1,4,140000,1300,1.0439
1,4,160000,1600,1.0439
1,4,150000,1500,1.0439
1,4,96000,1200,1.0439
3,5,350000,2600,1.0439
1,4,200000,1500,1.0439
3,4,210000,1300,1.0439
1,4,130000,1100,1.0439
3,3,120000,1300,1.0439
3,3,160000,1800,1.0439
1,5,350000,1900,1.0439
2,3,140000,1300,1.0439
3,3,150000,1600,1.0439
3,3,180000,2100,1.0439
3,3,140000,1300,1.0439
3,3,170000,1900,1.0439
1,3,140000,1100,1.0439
3,3,140000,1600,1.0439
3,3,210000,1900,1.0439
3,3,180000,2100,1.0439
2,3,240000,2500,1.0439
2,3,150000,1600,1.0439
3,3,240000,2500,1.0439
2,3,140000,1300,1.0439
1,4,190000,2200,1.0439
1,4,130000,1100,1.0439
1,2,250000,2200,1.0439
2,2,160000,1700,1.0439
3,2,160000,1700,1.0439
1,2,160000,1700,1.0439
1,2,150000,1600,1.0439
3,2,180000,2100,1.0439
1,2,160000,1700,1.0439
3,3,180000,2200,1.0439
3,3,87000,1500,1.0439
2,3,100000,2000,1.0439
2,3,140000,2000,1.0439
2,3,120000,1600,1.0439
3,3,190000,2300,1.0439
3,3,150000,1600,1.0439
1,2,180000,1200,1.0439
1,2,120000,1100,1.0439
1,2,170000,1600,1.0439
1,2,130000,1400,1.0439
1,2,140000,1300,1.0439
1,2,140000,1600,1.0439
1,2,140000,1500,1.0439
1,2,140000,1600,1.0439
3,2,120000,2100,1.0439
3,2,170000,1900,1.0439
1,4,140000,1300,1.0439
2,4,96000,1800,1.0439
3,4,190000,2200,1.0439
1,1,110000,1300,1.0439
2,3,190000,1600,1.0439
3,3,130000,1600,1.0439
3,3,150000,1600,1.0439
2,3,170000,2100,1.0439
2,3,160000,1900,1.0439
3,3,170000,1900,1.0439
1,2,150000,1500,1.0439
3,2,120000,1600,1.0439
3,3,160000,1700,1.0439
3,3,100000,1600,1.0439
2,4,170000,1400,1.0439
2,4,110000,1100,1.0439
2,4,150000,1300,1.0439
2,4,220000,1500,1.0439
2,4,130000,1800,1.0439
1,1,280000,1600,1.0439
1,1,120000,1500,1.0439
1,1,130000,1600,1.0439
1,1,230000,1500,1.0439
3,1,150000,1600,1.0439
2,1,140000,1300,1.0439
1,1,150000,1400,1.0439
2,1,150000,1300,1.0439
2,3,140000,1900,1.0439
1,3,100000,1300,1.0439
3,3,130000,1300,1.0439
2,3,190000,2500,1.0439
2,3,190000,2000,1.0439
2,3,150000,1600,1.0439
2,3,130000,1900,1.0439
2,3,200000,2500,1.0439
3,3,180000,2100,1.0439
2,3,120000,2100,1.0439
2,3,150000,1700,1.0439
3,3,170000,2000,1.0439
1,3,150000,1600,1.0439
1,3,240000,2000,1.0439
2,3,130000,1600,1.0439
1,3,150000,1400,1.0439
1,3,110000,1700,1.0439
2,3,130000,1800,1.0439
3,3,160000,1700,1.0439
3,3,130000,1600,1.0439
3,3,170000,1700,1.0439
2,3,160000,1600,1.0439
2,3,160000,1600,1.0439
1,2,150000,1500,1.0439
3,3,150000,2200,1.0439
3,4,150000,1500,1.0439
1,4,160000,1100,1.0439
1,4,160000,1700,1.0439
1,4,160000,1600,1.0439
1,4,140000,1300,1.0439
2,4,300000,1500,1.0439
1,5,210000,2700,1.0439
3,4,230000,1500,1.0439
3,1,170000,1600,1.0439
1,1,280000,1300,1.0439
3,1,140000,1300,1.0439
3,1,200000,1900,1.0439
1,2,130000,1700,1.0439
2,2,150000,1300,1.0439
2,3,140000,2100,1.0439
1,1,140000,1300,1.0439
1,1,280000,1400,1.0439
1,1,140000,1300,1.0439
1,1,140000,1300,1.0439
1,1,130000,1200,1.0439
1,1,150000,1500,1.0439
3,1,190000,1300,1.0439
1,1,150000,1600,1.0439
2,4,140000,1400,1.0439
1,1,150000,1600,1.0439
1,1,150000,1600,1.0439
1,1,220000,1500,1.0439
3,2,110000,1100,1.0439
